transaction_id,customer_id,amount,payment_method,status,failure_reason,transaction_time,retry_count
TXN100150,CUST4418,44731.27,UPI,SUCCESS,,2026-08-06 00:24:48.314360,1
TXN100151,CUST4829,15607.67,CARD,SUCCESS,,2026-08-25 11:57:48.314360,3
TXN100152,CUST5312,12212.19,WALLET,FAILED,INSUFFICIENT_FUNDS,2026-08-21 02:59:48.314360,3
TXN100153,CUST5196,45439.37,NETBANKING,SUCCESS,,2026-08-25 08:26:48.314360,0
TXN100154,CUST3311,13278.48,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2026-08-20 15:59:48.314360,2
TXN100155,CUST8425,15409.71,UPI,SUCCESS,,2026-08-20 03:48:48.314360,3
TXN100156,CUST7505,30514.54,WALLET,SUCCESS,,2026-08-27 01:22:48.314360,1
TXN100157,CUST7783,8152.27,WALLET,SUCCESS,,2026-08-06 16:41:48.314360,1
TXN100158,CUST4692,47736.56,NETBANKING,SUCCESS,,2026-08-01 22:23:48.314360,1
TXN100159,CUST7203,20097.2,NETBANKING,SUCCESS,,2026-07-30 11:19:48.314360,0
TXN100160,CUST2410,15837.46,UPI,SUCCESS,,2026-08-19 07:47:48.314360,2
TXN100161,CUST2285,5519.0,NETBANKING,SUCCESS,,2026-08-01 07:45:48.314360,0
TXN100162,CUST3116,31907.06,NETBANKING,SUCCESS,,2026-08-09 06:14:48.314360,1
TXN100163,CUST5688,14065.07,WALLET,SUCCESS,,2026-08-17 09:48:48.314360,3
TXN100164,CUST4724,34446.08,UPI,SUCCESS,,2026-08-22 06:28:48.314360,3
TXN100165,CUST1431,35513.5,WALLET,SUCCESS,,2026-07-30 02:35:48.314360,0
TXN100166,CUST5708,13147.86,WALLET,SUCCESS,,2026-08-15 04:36:48.314360,3
TXN100167,CUST9333,9771.09,NETBANKING,SUCCESS,,2026-08-22 16:56:48.314360,3
TXN100168,CUST5570,14316.2,CARD,SUCCESS,,2026-08-06 07:02:48.314360,3
TXN100169,CUST5413,13444.57,UPI,SUCCESS,,2026-08-01 02:14:48.314360,0
TXN100170,CUST4661,10841.01,CARD,FAILED,INSUFFICIENT_FUNDS,2026-08-25 22:50:48.314360,3
TXN100171,CUST9666,36366.22,UPI,SUCCESS,,2026-07-30 20:56:48.314360,1
TXN100172,CUST6842,47889.34,NETBANKING,SUCCESS,,2026-08-16 11:56:48.314360,1
TXN100173,CUST1703,18994.57,WALLET,SUCCESS,,2026-07-30 03:04:48.314360,2
TXN100174,CUST2041,46935.86,UPI,SUCCESS,,2026-08-22 16:43:48.314360,2
TXN100175,CUST7656,16063.73,NETBANKING,FAILED,TIMEOUT,2026-08-15 12:45:48.314360,3
TXN100176,CUST6285,10132.9,NETBANKING,SUCCESS,,2026-08-09 21:08:48.314360,1
TXN100177,CUST9921,40469.25,NETBANKING,SUCCESS,,2026-08-15 11:58:48.314360,0
TXN100178,CUST3441,30152.09,NETBANKING,SUCCESS,,2026-08-12 14:51:48.314360,2
TXN100179,CUST5733,26141.66,CARD,FAILED,NETWORK_ERROR,2026-08-21 23:11:48.314360,2
TXN100180,CUST7176,8313.6,CARD,SUCCESS,,2026-08-17 01:33:48.314360,3
TXN100181,CUST7986,12655.42,NETBANKING,SUCCESS,,2026-08-18 18:27:48.314360,1
TXN100182,CUST4411,14837.02,UPI,SUCCESS,,2026-08-21 00:37:48.314360,2
TXN100183,CUST5390,27466.22,WALLET,SUCCESS,,2026-08-07 04:36:48.314360,1
TXN100184,CUST7455,8070.57,UPI,SUCCESS,,2026-08-04 18:04:48.314360,2
TXN100185,CUST6505,1732.84,UPI,FAILED,TIMEOUT,2026-08-27 17:11:48.314360,0
TXN100186,CUST9193,9312.19,CARD,SUCCESS,,2026-08-23 01:34:48.314360,1
TXN100187,CUST9039,35382.73,WALLET,FAILED,NETWORK_ERROR,2026-08-10 03:25:48.314360,1
TXN100188,CUST7763,10595.33,CARD,SUCCESS,,2026-08-15 09:22:48.314360,1
TXN100189,CUST1726,14103.29,CARD,SUCCESS,,2026-08-13 19:43:48.314360,3
TXN100190,CUST3946,10142.15,CARD,FAILED,NETWORK_ERROR,2026-08-15 04:26:48.314360,2
TXN100191,CUST3552,19098.59,NETBANKING,SUCCESS,,2026-08-11 00:47:48.314360,0
TXN100192,CUST5351,22502.78,UPI,SUCCESS,,2026-08-20 16:43:48.314360,0
TXN100193,CUST4504,39248.79,UPI,FAILED,NETWORK_ERROR,2026-08-05 08:43:48.314360,2
TXN100194,CUST4041,29821.0,UPI,SUCCESS,,2026-08-24 22:38:48.314360,1
TXN100195,CUST9463,3344.05,UPI,SUCCESS,,2026-08-19 21:58:48.314360,1
TXN100196,CUST4118,26645.15,WALLET,SUCCESS,,2026-08-22 16:57:48.314360,3
TXN100197,CUST3229,13090.43,NETBANKING,SUCCESS,,2026-08-08 07:59:48.314360,3
TXN100198,CUST7023,15846.75,CARD,SUCCESS,,2026-08-19 19:07:48.314360,2
TXN100199,CUST7362,29246.6,WALLET,SUCCESS,,2026-08-16 00:07:48.314360,0
TXN100200,CUST1603,35112.33,UPI,SUCCESS,,2026-08-03 15:57:48.314360,1
TXN100201,CUST8631,11721.2,WALLET,SUCCESS,,2026-08-22 06:35:48.314360,1
TXN100202,CUST1180,35555.75,NETBANKING,SUCCESS,,2026-08-04 11:56:48.314360,3
TXN100203,CUST5555,7985.66,CARD,SUCCESS,,2026-08-08 05:04:48.314360,1
TXN100204,CUST5022,36055.02,NETBANKING,SUCCESS,,2026-08-11 00:01:48.314360,3
TXN100205,CUST3323,5158.19,CARD,SUCCESS,,2026-07-30 09:49:48.314360,1
TXN100206,CUST9222,16197.22,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2026-08-25 14:36:48.314360,1
TXN100207,CUST4952,3147.73,WALLET,FAILED,BANK_DECLINE,2026-08-19 23:18:48.314360,0
TXN100208,CUST2165,42457.43,CARD,SUCCESS,,2026-08-16 15:33:48.314360,3
TXN100209,CUST6721,21036.16,UPI,SUCCESS,,2026-08-16 21:30:48.314360,2
TXN100210,CUST1011,30152.28,NETBANKING,SUCCESS,,2026-08-06 03:23:48.314360,1
TXN100211,CUST3597,40923.38,NETBANKING,FAILED,BANK_DECLINE,2026-08-04 15:48:48.314360,3
TXN100212,CUST3884,19761.69,WALLET,SUCCESS,,2026-08-27 13:11:48.314360,1
TXN100213,CUST4413,36966.5,WALLET,FAILED,INSUFFICIENT_FUNDS,2026-08-18 02:27:48.314360,3
TXN100214,CUST3580,4642.05,CARD,SUCCESS,,2026-08-27 19:15:48.314360,2
TXN100215,CUST9950,13157.62,UPI,FAILED,BANK_DECLINE,2026-08-13 04:21:48.314360,1
TXN100216,CUST6843,24797.09,WALLET,SUCCESS,,2026-08-01 23:53:48.314360,1
TXN100217,CUST2112,3496.04,WALLET,SUCCESS,,2026-07-31 11:19:48.314360,3
TXN100218,CUST9599,24681.73,NETBANKING,SUCCESS,,2026-08-18 06:17:48.314360,0
TXN100219,CUST5539,18384.14,NETBANKING,SUCCESS,,2026-08-04 02:44:48.314360,2
TXN100220,CUST2069,11471.93,WALLET,SUCCESS,,2026-07-30 21:18:48.314360,0
TXN100221,CUST6892,27606.06,WALLET,SUCCESS,,2026-08-13 10:44:48.314360,1
TXN100222,CUST2818,9271.31,CARD,SUCCESS,,2026-08-26 07:47:48.314360,0
TXN100223,CUST1522,15010.1,WALLET,SUCCESS,,2026-08-22 01:01:48.314360,1
TXN100224,CUST9903,5089.47,WALLET,SUCCESS,,2026-08-12 17:40:48.314360,0
TXN100225,CUST9859,30425.38,CARD,SUCCESS,,2026-08-21 03:32:48.314360,3
TXN100226,CUST7101,37434.81,UPI,SUCCESS,,2026-08-01 12:27:48.314360,2
TXN100227,CUST4970,38567.68,WALLET,SUCCESS,,2026-08-19 10:19:48.314360,1
TXN100228,CUST3787,24370.01,CARD,FAILED,LIMIT_EXCEEDED,2026-08-12 09:48:48.314360,2
TXN100229,CUST1718,21874.96,UPI,SUCCESS,,2026-08-04 18:06:48.314360,2
TXN100230,CUST7587,19878.39,WALLET,FAILED,BANK_DECLINE,2026-08-04 16:24:48.314360,2
TXN100231,CUST5246,17970.54,NETBANKING,SUCCESS,,2026-08-19 00:01:48.314360,2
TXN100232,CUST8071,17610.21,CARD,SUCCESS,,2026-08-22 07:46:48.314360,0
TXN100233,CUST8944,12309.93,WALLET,SUCCESS,,2026-08-03 16:26:48.314360,1
TXN100234,CUST5330,27727.21,CARD,SUCCESS,,2026-08-15 02:29:48.314360,3
TXN100235,CUST5176,28362.88,CARD,SUCCESS,,2026-08-23 06:17:48.314360,1
TXN100236,CUST9470,28254.5,CARD,SUCCESS,,2026-08-04 07:35:48.314360,0
TXN100237,CUST8129,11262.65,CARD,SUCCESS,,2026-08-18 05:55:48.314360,0
TXN100238,CUST3794,39209.73,WALLET,FAILED,BANK_DECLINE,2026-08-16 16:46:48.314360,1
TXN100239,CUST4998,25374.22,WALLET,SUCCESS,,2026-07-29 23:24:48.314360,1
TXN100240,CUST4121,1049.66,WALLET,SUCCESS,,2026-08-11 02:26:48.314360,1
TXN100241,CUST1111,49657.72,CARD,SUCCESS,,2026-08-02 10:29:48.314360,0
TXN100242,CUST3940,31701.69,CARD,SUCCESS,,2026-08-21 11:58:48.314360,3
TXN100243,CUST7739,12403.46,CARD,FAILED,LIMIT_EXCEEDED,2026-08-17 05:47:48.314360,1
TXN100244,CUST2468,42429.87,CARD,SUCCESS,,2026-08-02 11:20:48.314360,1
TXN100245,CUST2129,33056.63,CARD,SUCCESS,,2026-08-24 02:37:48.314360,3
TXN100246,CUST4433,24792.06,CARD,SUCCESS,,2026-08-26 08:49:48.314360,2
TXN100247,CUST3569,7771.65,CARD,SUCCESS,,2026-08-06 06:47:48.314360,1
TXN100248,CUST1818,17528.49,WALLET,FAILED,TIMEOUT,2026-08-19 02:26:48.314360,3
TXN100249,CUST7093,13014.85,UPI,SUCCESS,,2026-08-05 14:36:48.314360,3
TXN100250,CUST9458,23237.76,UPI,SUCCESS,,2026-08-22 17:31:48.314360,1
TXN100251,CUST5037,42852.16,WALLET,SUCCESS,,2026-08-19 04:25:48.314360,2
TXN100252,CUST6775,31289.53,UPI,SUCCESS,,2026-08-11 21:10:48.314360,1
TXN100253,CUST1539,26046.34,UPI,SUCCESS,,2026-08-27 08:46:48.314360,2
TXN100254,CUST7325,39033.43,WALLET,SUCCESS,,2026-08-09 14:22:48.314360,3
TXN100255,CUST6331,13200.62,WALLET,SUCCESS,,2026-08-08 19:54:48.314360,0
TXN100256,CUST5144,1759.12,CARD,SUCCESS,,2026-08-18 09:48:48.314360,1
TXN100257,CUST5146,4144.62,CARD,SUCCESS,,2026-08-08 05:22:48.314360,2
TXN100258,CUST3214,40679.06,UPI,SUCCESS,,2026-08-03 00:19:48.314360,3
TXN100259,CUST2930,46365.3,NETBANKING,SUCCESS,,2026-08-20 07:34:48.314360,0
TXN100260,CUST1778,141.21,UPI,SUCCESS,,2026-08-05 14:04:48.314360,2
TXN100261,CUST1109,18122.97,CARD,FAILED,BANK_DECLINE,2026-08-24 19:50:48.314360,2
TXN100262,CUST8563,7490.88,NETBANKING,SUCCESS,,2026-08-22 21:10:48.314360,0
TXN100263,CUST3432,31248.2,NETBANKING,SUCCESS,,2026-08-14 04:15:48.314360,2
TXN100264,CUST1159,47081.06,CARD,SUCCESS,,2026-08-28 07:36:48.314360,2
TXN100265,CUST9257,37748.92,UPI,SUCCESS,,2026-08-03 16:57:48.314360,0
TXN100266,CUST8961,35794.68,UPI,SUCCESS,,2026-08-22 18:56:48.314360,3
TXN100267,CUST4961,44513.02,UPI,FAILED,NETWORK_ERROR,2026-08-05 04:58:48.314360,0
TXN100268,CUST2570,13356.06,WALLET,SUCCESS,,2026-08-15 18:40:48.314360,2
TXN100269,CUST7421,22333.84,CARD,SUCCESS,,2026-08-09 06:05:48.314360,2
TXN100270,CUST2600,10997.06,NETBANKING,SUCCESS,,2026-08-22 20:24:48.314360,2
TXN100271,CUST2483,10764.54,CARD,SUCCESS,,2026-08-22 06:46:48.314360,1
TXN100272,CUST2551,32221.09,WALLET,SUCCESS,,2026-08-16 08:32:48.314360,1
TXN100273,CUST3363,5770.16,WALLET,FAILED,TIMEOUT,2026-08-08 20:48:48.314360,2
TXN100274,CUST7429,11926.45,UPI,SUCCESS,,2026-08-07 11:07:48.314360,0
TXN100275,CUST3599,369.17,CARD,FAILED,BANK_DECLINE,2026-08-03 01:26:48.314360,1
TXN100276,CUST8743,27120.57,CARD,SUCCESS,,2026-08-13 22:19:48.314360,0
TXN100277,CUST2985,3274.26,CARD,SUCCESS,,2026-08-23 07:23:48.314360,0
TXN100278,CUST6639,1708.27,WALLET,SUCCESS,,2026-08-18 09:09:48.314360,3
TXN100279,CUST9741,10850.45,WALLET,SUCCESS,,2026-08-05 11:28:48.314360,0
TXN100280,CUST1957,485.16,WALLET,SUCCESS,,2026-08-15 19:26:48.314360,2
TXN100281,CUST2444,20258.66,NETBANKING,SUCCESS,,2026-08-12 06:30:48.314360,0
TXN100282,CUST7419,28879.44,CARD,SUCCESS,,2026-08-18 03:35:48.314360,2
